village,rus_village,lat,lon,gltc_lang,gltc_dialect,village_dataset_version
Groznyy,Грозный,43.316667,45.7,chec1245,plost1238,2022-06-02
Dzhalka,Джалка,43.318889,45.993611,chec1245,NA,2022-06-02
Berkat-yurt,Беркат-юрт,43.323611,45.829722,chec1245,NA,2022-06-02
Engel'-yurt,Энгель-юрт,43.326944,46.353889,chec1245,plost1238,2022-06-02
Shuani,Шуани,43.335556,46.193889,chec1245,NA,2022-06-02
Krasnostepnovskoe,Красностепновское,43.352778,45.446678,chec1245,NA,2022-06-02
Gudermes,Гудермес,43.355278,46.099167,chec1245,NA,2022-06-02
Il'inovskaya,Ильиновская,43.364167,45.95,chec1245,NA,2022-06-02
Petropavlovskaya,Петропавловская,43.386389,45.828889,chec1245,NA,2022-06-02
Proletarskoe,Пролетарское,43.3875,45.597222,chec1245,NA,2022-06-02
Gunyushki,Гунюшки,43.393951,45.38172,chec1245,NA,2022-06-02
Darbankhi,Дарбанхи,43.3975,46.031944,chec1245,NA,2022-06-02
Kerla-yurt,Керла-юрт,43.399879,45.307771,chec1245,NA,2022-06-02
Pobedinskoe,Побединское,43.400833,45.433056,chec1245,NA,2022-06-02
Pervomayskaya,Первомайская,43.401944,45.522778,chec1245,NA,2022-06-02
Druzhba (Chechnya),Дружба (Чечня),43.403333,45.6575,chec1245,NA,2022-06-02
Raduzhnoe,Радужное,43.404981,45.397468,chec1245,NA,2022-06-02
Dolinskiy,Долинский,43.405892,45.383715,chec1245,NA,2022-06-02
Sadovoe (Chechnya),Садовое (Чечня),43.408459,45.595744,chec1245,NA,2022-06-02
Khangish-yurt,Хангиш-юрт,43.413056,46.236111,chec1245,NA,2022-06-02
Nagornoe,Нагорное,43.417064,45.1803,chec1245,NA,2022-06-02
Azamat-yurt,Азамат-юрт,43.418889,46.286111,chec1245,plost1238,2022-06-02
Goryacheistochnenskaya,Горячеисточненская,43.428611,45.774167,chec1245,NA,2022-06-02
Tolstoy-yurt,Толстой-юрт,43.444444,45.778889,chec1245,NA,2022-06-02
Chervlyonnaya-uzlovaya,Червлённая-узловая,43.446667,45.976944,chec1245,NA,2022-06-02
Bartkhoy,Бартхой,43.453913,45.230875,chec1245,NA,2022-06-02
Staro-shhedrinskaya,Старо-щедринская,43.469722,46.106667,chec1245,NA,2022-06-02
Paraboch,Парабоч,43.47266,46.294588,chec1245,NA,2022-06-02
Mayskiy,Майский,43.473425,45.12623,chec1245,NA,2022-06-02
Khar'kovskoe,Харьковское,43.476667,46.333889,chec1245,NA,2022-06-02
Novo-shhedrinskaya,Ново-щедринская,43.485833,46.101389,chec1245,NA,2022-06-02
Shelkozavodskaya,Шелкозаводская,43.491389,46.308056,chec1245,NA,2022-06-02
Chervlyonnaya,Червлённая,43.501389,45.883333,chec1245,NA,2022-06-02
Naberezhnyy,Набережный,43.506683,45.787822,chec1245,NA,2022-06-02
Zebir-yurt,Зебир-юрт,43.508333,45.357778,chec1245,NA,2022-06-02
Shelkovskaya,Шелковская,43.509167,46.327778,chec1245,NA,2022-06-02
Kobi,Коби,43.513056,46.244722,chec1245,NA,2022-06-02
Orlinoe,Орлиное,43.514868,45.109405,chec1245,NA,2022-06-02
Komarovo,Комарово,43.521389,45.0425,chec1245,NA,2022-06-02
Pravoberezhnoe,Правобережное,43.524444,45.699722,chec1245,plost1238,2022-06-02
Grebenskaya,Гребенская,43.526667,46.369167,chec1245,NA,2022-06-02
Gazgorodok,Газгородок,43.529071,45.69083,chec1245,NA,2022-06-02
Nikolaevskaya,Николаевская,43.531389,45.772222,chec1245,NA,2022-06-02
Ken'-yurt,Кень-юрт,43.544444,45.512222,chec1245,NA,2022-06-02
Usad'ba goskhoza «mineral'nyy»,Усадьба госхоза «минеральный»,43.545966,45.326088,chec1245,NA,2022-06-02
Terskoe,Терское,43.551944,45.563611,chec1245,NA,2022-06-02
Voskresenovskoe,Воскресенское,43.554722,46.385278,chec1245,NA,2022-06-02
Oraz-aul,Ораз-аул,43.556944,45.960278,chec1245,NA,2022-06-02
Kalaus,Калаус,43.561111,45.098611,chec1245,NA,2022-06-02
Levoberezhnoe,Левобережное,43.570556,45.630556,chec1245,NA,2022-06-02
Karshyga-aul,Каршыга-аул,43.572778,46.17,chec1245,NA,2022-06-02
Kalinovskaya,Калиновская,43.576944,45.522222,chec1245,NA,2022-06-02
Obil'nyy,Обильный,43.578322,45.746836,chec1245,NA,2022-06-02
Podgornoe,Подгорное,43.583611,45.4425,chec1245,NA,2022-06-02
Novoe solkushino,Новое солкушино,43.587222,45.681944,chec1245,NA,2022-06-02
Yubileynoe,Юбилейное,43.596298,45.641154,chec1245,NA,2022-06-02
Novoterskoe,Новотерское,43.602222,45.589444,chec1245,NA,2022-06-02
Meken-yurt,Мекен-юрт,43.608611,45.405833,chec1245,NA,2022-06-02
Verkhniy Naur,Верхний наур,43.613611,45.2475,chec1245,NA,2022-06-02
Nadterechnoe,Надтеречное,43.618611,45.338889,chec1245,NA,2022-06-02
Savel'evskaya,Савельевская,43.630278,45.459722,chec1245,NA,2022-06-02
Ul'yanovskoe,Ульяновское,43.630556,45.601389,chec1245,NA,2022-06-02
Starogladovskaya,Старогладовская,43.635833,46.416389,chec1245,NA,2022-06-02
Frunzenskoe,Фрунзенское,43.6375,45.663611,chec1245,NA,2022-06-02
Naurskaya,Наурская,43.648611,45.314722,chec1245,NA,2022-06-02
Bratskoe,Братское,43.649167,44.883611,chec1245,NA,2022-06-02
Bezhanov,Бежанов,43.650834,45.674939,chec1245,NA,2022-06-02
Semikolodcev,Семиколодцев,43.662959,45.773835,chec1245,NA,2022-06-02
Mekenskaya,Мекенская,43.668889,45.384444,chec1245,NA,2022-06-02
Gvardeyskoe,Гвардейское,43.673333,45.051944,chec1245,NA,2022-06-02
Chernokozovo,Чернокозово,43.673611,45.361111,chec1245,NA,2022-06-02
Znamenskoe,Знаменское,43.677778000000004,45.128056,chec1245,NA,2022-06-02
Beno-yurt,Бено-юрт,43.689722,45.051944,chec1245,NA,2022-06-02
Kurdyukovskaya,Курдюковская,43.691111,46.45,chec1245,NA,2022-06-02
Mirnyy,Мирный,43.694859,45.476983,chec1245,NA,2022-06-02
Kotlankin,Котланкин,43.695278,45.767778,chec1245,NA,2022-06-02
Alpatovo,Алпатово,43.704722,45.240833,chec1245,NA,2022-06-02
Ishhyorskaya,Ищёрская,43.715278,45.133333,chec1245,NA,2022-06-02
Postnyy,Постный,43.72376,45.632907,chec1245,NA,2022-06-02
Kozlov,Козлов,43.72561,45.555419,chec1245,NA,2022-06-02
Rubezhnoe,Рубежное,43.728611,45.172222,chec1245,NA,2022-06-02
Sitnikov,Ситников,43.732241,45.514123,chec1245,NA,2022-06-02
Kargalinskaya,Каргалинская,43.743056,46.476389,chec1245,NA,2022-06-02
Klinkov,Клинков,43.753473,45.445968,chec1245,NA,2022-06-02
Svobodnoe,Свободное,43.75891,45.25946,chec1245,NA,2022-06-02
Batyrkin,Батыркин,43.770778,45.675793,chec1245,NA,2022-06-02
Kapustino,Капустино,43.776929,45.334864,chec1245,NA,2022-06-02
Nyrkov,Нырков,43.785403,45.386589,chec1245,NA,2022-06-02
Dal'nee,Дальнее,43.789633,45.092068,chec1245,NA,2022-06-02
Dubovskaya,Дубовская,43.793333,46.5525,chec1245,NA,2022-06-02
Borozdinovskaya,Бороздиновская,43.81,46.590833,chec1245,NA,2022-06-02
Zelyonoe,Зелёное,43.818442,45.983529,chec1245,NA,2022-06-02
Mayorskiy,Майорский,43.835318,45.489437,chec1245,NA,2022-06-02
Voskhod,Восход,43.852125,46.40915,chec1245,NA,2022-06-02
Burunskoe,Бурунское,43.860278,45.777778,chec1245,NA,2022-06-02
Selivankin,Селиванкин,43.877187,45.6737,chec1245,NA,2022-06-02
Krechetovo,Кречетово,43.906622,45.0916,chec1245,NA,2022-06-02
Peschanoe,Песчаное,43.908765,45.805986,chec1245,NA,2022-06-02
Korneev,Корнеев,43.918603,45.602841,chec1245,NA,2022-06-02
Runnoe,Рунное,43.919694,46.044794,chec1245,NA,2022-06-02
Braguny,Брагуны,43.44,46.096944,kumy1244,NA,2022-06-02
Vinogradnoe (Chechnya),Виноградное (Чечня),43.463333,45.861111,kumy1244,NA,2022-06-02
Sary-su,Сары-су,43.839722,46.4325,noga1249,NA,2022-06-02
Khpyuk,Хпюк,41.66667,47.66667,aghu1253,kere1281,2022-06-02
Usug,Усуг,41.672481,47.594624,aghu1253,kere1281,2022-06-02
Kvardal,Квардал,41.6803,47.56277,aghu1253,kere1281,2022-06-02
Ukuz,Укуз,41.696017,47.591355,aghu1253,kere1281,2022-06-02
Khveredzh,Хвередж,41.70206,47.57218,aghu1253,kere1281,2022-06-02
Bedyuk,Бедюк,41.716044,47.525715,aghu1253,kere1281,2022-06-02
Goa,Гоа,41.753585,47.703213,aghu1253,agul1244,2022-06-02
Richa,Рича,41.763646,47.502769,aghu1253,kere1281,2022-06-02
Duldug,Дулдуг,41.76833,47.67438,aghu1253,agul1244,2022-06-02
Tpig,Тпиг,41.780423,47.589523,aghu1253,agul1244,2022-06-02
Khutkhul,Хутхул,41.78517,47.61451,aghu1253,agul1244,2022-06-02
Fite,Фите,41.79161,47.73998,aghu1253,NA,2022-06-02
Yarkug,Яркуг,41.79814,47.68435,aghu1253,agul1244,2022-06-02
Burkikhan,Буркихан,41.806356,47.538467,aghu1253,NA,2022-06-02
Misi,Миси,41.80991,47.60329,aghu1253,agul1244,2022-06-02
Kurag,Кураг,41.836764,47.661351,aghu1253,NA,2022-06-02
Khudig,Худиг,41.85373,47.65854,aghu1253,kosh1245,2022-06-02
Arsug,Арсуг,41.86408,47.65011,aghu1253,kosh1245,2022-06-02
Burshag,Буршаг,41.89626,47.64102,aghu1253,kosh1245,2022-06-02
Tsirkhe,Цирхе,41.91513,47.59679,aghu1253,NA,2022-06-02
Gelinbatan,Гелинбатан,41.94722,48.16722,aghu1253,NA,2022-06-02
Ratlub,Ратлуб,42.359268,46.433433,akhv1239,sout3319,2022-06-02
Tsekob,Цекоб,42.422785,46.450219,akhv1239,sout3319,2022-06-02
Tlyanub,Тлянуб,42.43568,46.45745,akhv1239,sout3319,2022-06-02
Lologonitl',Лологонитль,42.51398,46.33093,akhv1239,nort3330,2022-06-02
Izano,Изано,42.52735,46.40389,akhv1239,nort3330,2022-06-02
Kudiyabroso,Кудиябросо,42.541069,46.377932,akhv1239,nort3330,2022-06-02
Tad-Magitl',Тад-магитль,42.550266,46.348953,akhv1239,nort3330,2022-06-02
Tsvakilkolo,Цвакилколо,42.55213,46.35351,akhv1239,nort3330,2022-06-02
Kvankero,Кванкеро,42.55244,46.3404,akhv1239,nort3330,2022-06-02
Kamyshkutan,Камышкутан,43.500222,46.621832,akhv1239,nort3330,2022-06-02
Kvankhidatl',Кванхидатль,42.65789,46.271742,andi1255,NA,2022-06-02
Muni,Муни,42.680242,46.308874,andi1255,NA,2022-06-02
Mekheturi,Мехетури,42.70556,46.2375,andi1255,NA,2022-06-02
Shivor,Шивор,42.714662,46.256637,andi1255,NA,2022-06-02
Rushukha,Рушуха,42.715089999999996,46.28112,andi1255,NA,2022-06-02
Chanko,Чанко,42.717936,46.246417,andi1255,NA,2022-06-02
Khando,Хандо,42.72694,46.23361,andi1255,NA,2022-06-02
Zilo,Зило,42.731394,46.319223,andi1255,NA,2022-06-02
Tsibilta,Цибилта,42.74322,46.24311,andi1255,NA,2022-06-02
Ashali,Ашали,42.76963,46.30878,andi1255,NA,2022-06-02
Rikvani,Риквани,42.782304,46.319372,andi1255,NA,2022-06-02
Andi,Анди,42.7856,46.2639,andi1255,NA,2022-06-02
Gunkha,Гунха,42.78968,46.28275,andi1255,NA,2022-06-02
Gagatli,Гагатли,42.800361,46.292645,andi1255,NA,2022-06-02
Novogagatli,Новогагатли,43.4561,46.4819,andi1255,NA,2022-06-02
Aytkhan,Айтхан,43.69773,46.82498,andi1255,NA,2022-06-02
Dzhugut,Джугут,43.70835,46.86498,andi1255,NA,2022-06-02
Kubatl',Кубатль,42.03659,46.85973,arch1244,NA,2022-06-02
Alchunib,Алчуниб,42.05196,46.86943,arch1244,NA,2022-06-02
Khilikh,Хилих,42.05838,46.88751,arch1244,NA,2022-06-02
Keserib,Кесериб,42.0647,46.888,arch1244,NA,2022-06-02
Archib,Арчиб,42.0664,46.8678,arch1244,NA,2022-06-02
Kalib,Калиб,42.07054,46.86002,arch1244,NA,2022-06-02
Khitab,Хитаб,42.07538,46.867234,arch1244,NA,2022-06-02
Karabagly,Карабаглы,44.0089,46.5964,nucl1235,NA,2022-06-02
Kusur,Кусур,41.781293,46.949207,avar1256,NA,2022-06-02
Kamilukh,Камилух,41.90911,46.63101,avar1256,ancu1238,2022-06-02
Genekolob,Генеколоб,41.916992,46.600199,avar1256,ancu1238,2022-06-02
Gerel',Герель,41.94451,46.551888,avar1256,ancu1238,2022-06-02
Betel'da,Бетельда,41.95077,46.54164,avar1256,ancu1238,2022-06-02
Gortnob,Гортноб,41.962665,46.525604,avar1256,NA,2022-06-02
Ul'geb,Ульгеб,41.964253,46.523688,avar1256,ancu1238,2022-06-02
Salda,Салда,41.97497,46.50848,avar1256,ancu1238,2022-06-02
Choroda,Чорода,41.98096,46.49696,avar1256,ancu1238,2022-06-02
Gagar,Гагар,41.999252,46.592744,avar1256,ancu1238,2022-06-02
Tsimguda,Цимгуда,42.01269,46.5665,avar1256,ancu1238,2022-06-02
Tokhota,Тохота,42.0178,46.4639,avar1256,ancu1238,2022-06-02
Tlyanada,Тлянада,42.02864,46.51038,avar1256,NA,2022-06-02
Saniorta,Саниорта,42.03195,46.44246,avar1256,ancu1238,2022-06-02
Nitilsukh,Нитилсух,42.04732,46.42938,avar1256,NA,2022-06-02
Talsukh,Талсух,42.04741,46.40589,avar1256,NA,2022-06-02
Garakolob,Гараколоб,42.048887,46.455015,avar1256,NA,2022-06-02
Ritlyab,Ритляб,42.05087,46.71917,avar1256,NA,2022-06-02
Rosnob,Росноб,42.055,46.41194,avar1256,ancu1238,2022-06-02
Tsumilukh,Цумилух,42.05974,46.41242,avar1256,NA,2022-06-02
Nikar,Никар,42.0737,46.406903,avar1256,NA,2022-06-02
Barnab,Барнаб,42.07964,46.37894,avar1256,ancu1238,2022-06-02
Sikar,Сикар,42.07966,46.41127,avar1256,ancu1238,2022-06-02
Khamar,Хамар,42.095868,46.383695,avar1256,ancu1238,2022-06-02
Kutlab,Кутлаб,42.09663,46.32982,avar1256,ancu1238,2022-06-02
Goab,Гоаб,42.097185,46.738407,avar1256,NA,2022-06-02
Nadar,Надар,42.09736,46.36025,avar1256,NA,2022-06-02
Khadiyal,Хадиял,42.0989,46.4653,avar1256,ancu1238,2022-06-02
Chitab,Читаб,42.10412,46.86914,avar1256,kara1473,2022-06-02
Tilutl',Тилутль,42.109079,46.350054,avar1256,NA,2022-06-02
Tadiyal,Тадиял,42.11099,46.4823,avar1256,ancu1238,2022-06-02
Kardib,Кардиб,42.111443,46.514655,avar1256,ancu1238,2022-06-02
Tokh-Orda,Тох-Орда,42.11174,46.35982,avar1256,NA,2022-06-02
Gindib,Гиндиб,42.11296,46.50397,avar1256,ancu1238,2022-06-02
Gilib,Гилиб,42.1169,46.7761,avar1256,kara1473,2022-06-02
Ukal,Укал,42.12163,46.34771,avar1256,ancu1238,2022-06-02
Karanub,Карануб,42.12262,46.81777,avar1256,kara1473,2022-06-02
Doronub,Доронуб,42.124689,46.809427,avar1256,kara1473,2022-06-02
Chanab,Чанаб,42.125345,46.90434,avar1256,kara1473,2022-06-02
Kutikh,Кутих,42.12587,46.78902,avar1256,kara1473,2022-06-02
Dusrakh,Дусрах,42.1275,46.8792,avar1256,kara1473,2022-06-02
Chvadab,Чвадаб,42.13028,46.87639,avar1256,kara1473,2022-06-02
Kosroda,Косрода,42.13141,46.85829,avar1256,kara1473,2022-06-02
Gendukh,Гендух,42.13476,46.403084,avar1256,ancu1238,2022-06-02
Gvedysh,Гведыш,42.13591,46.41437,avar1256,ancu1238,2022-06-02
Tlyarobazutl',Тляробазутль,42.14039,46.77575,avar1256,NA,2022-06-02
Nukush,Нукуш,42.1492,46.80579,avar1256,kara1473,2022-06-02
Tsemer,Цемер,42.15195,46.75296,avar1256,kara1473,2022-06-02
Mogrob,Могроб,42.15672,46.86521,avar1256,kara1473,2022-06-02
Irib,Ириб,42.1606,46.8169,avar1256,kara1473,2022-06-02
Childa,Чилда,42.16328,46.34734,avar1256,kara1473,2022-06-02
Anada,Анада,42.17306,46.36917,avar1256,NA,2022-06-02
Baginub,Багинуб,42.1743,46.88159,avar1256,kara1473,2022-06-02
Khinub,Хинуб,42.17454,46.82406,avar1256,kara1473,2022-06-02
Kuchrab,Кучраб,42.17506,46.90244,avar1256,kara1473,2022-06-02
Khidib,Хидиб,42.17812,46.36299,avar1256,ancu1238,2022-06-02
Tlobzoda,Тлобзода,42.17944,46.37111,avar1256,NA,2022-06-02
Khurukh,Хурух,42.18441,46.85807,avar1256,kara1473,2022-06-02
Rul'dab,Рульдаб,42.18472,46.85028,avar1256,kara1473,2022-06-02
Khuty,Хуты,42.1875,47.07,lakk1252,NA,2022-06-02
Katroso,Катросо,42.188329,46.33021,avar1256,NA,2022-06-02
Antsukh,Анцух,42.1892,46.3397,avar1256,NA,2022-06-02
Gebguda,Гебгуда,42.190026,46.354817,avar1256,ancu1238,2022-06-02
Chadakolob,Чадаколоб,42.19182,46.31981,avar1256,NA,2022-06-02
Khorta,Хорта,42.19329,46.35976,avar1256,ancu1238,2022-06-02
Chododa,Чодода,42.193439,46.314784,avar1256,ancu1238,2022-06-02
Noyrukh,Нойрух,42.193895,46.38005,avar1256,NA,2022-06-02
Magar,Магар,42.19546,46.843669,avar1256,kara1473,2022-06-02
Mukutl',Мукутль,42.19562,46.861381,avar1256,NA,2022-06-02
Zhazhada,Жажада,42.197157,46.424903,avar1256,ancu1238,2022-06-02
Mazada,Мазада,42.197896,46.390092,avar1256,ancu1238,2022-06-02
Nachada,Начада,42.198508,46.448902,avar1256,ancu1238,2022-06-02
Tinchuda,Тинчуда,42.19861,46.45306,avar1256,ancu1238,2022-06-02
Niklida,Никлида,42.199941,46.406485000000004,avar1256,ancu1238,2022-06-02
Bezhuda,Бежуда,42.200348,46.479175,avar1256,ancu1238,2022-06-02
Rosta,Роста,42.20056,46.39667,avar1256,ancu1238,2022-06-02
Khotlob,Хотлоб,42.201243,46.432755,avar1256,ancu1238,2022-06-02
Sinida,Синида,42.20341,46.39071,avar1256,ancu1238,2022-06-02
Saraf,Сараф,42.20373,46.31767,avar1256,NA,2022-06-02
Khobokh,Хобох,42.204624,46.379234,avar1256,ancu1238,2022-06-02
Chunib,Чуниб,42.20496,46.82498,avar1256,kara1473,2022-06-02
Kabasida,Кабасида,42.205771,46.341334,avar1256,NA,2022-06-02
Machar,Мачар,42.206556,46.335204,avar1256,NA,2022-06-02
Tseneb,Ценеб,42.206684,46.842652,avar1256,kara1473,2022-06-02
Tamuda,Тамуда,42.21001,46.382,avar1256,ancu1238,2022-06-02
Moschob,Мощоб,42.21389,46.79167,avar1256,NA,2022-06-02
Shidib,Шидиб,42.214353,46.300745,avar1256,ancu1238,2022-06-02
Sodab,Содаб,42.215081,46.81015,avar1256,NA,2022-06-02
Landa,Ланда,42.218,46.27432,avar1256,ancu1238,2022-06-02
Khantakolob,Хантаколоб,42.21944,46.29083,avar1256,NA,2022-06-02
Bochokh,Бочох,42.22,46.28472,avar1256,NA,2022-06-02
Khintida,Хинтида,42.220547,46.275395,avar1256,ancu1238,2022-06-02
Tokh,Тох,42.222292,46.291546,avar1256,NA,2022-06-02
Kharada,Харада,42.222648,46.258528,avar1256,ancu1238,2022-06-02
Gidib,Гидиб,42.22942,46.80621,avar1256,NA,2022-06-02
Khadakolob,Хадаколоб,42.231683,46.261819,avar1256,ancu1238,2022-06-02
Nukhotkolob,Нухотколоб,42.23195,46.265721,avar1256,NA,2022-06-02
Tsurib,Цуриб,42.235,46.8333,avar1256,kara1473,2022-06-02
Gochob,Гочоб,42.2375,46.6642,avar1256,kara1473,2022-06-02
Bukhty,Бухты,42.240712,46.985633,avar1256,NA,2022-06-02
Urukh-Sota,Урух-сота,42.24222,46.67694,avar1256,hidd1238,2022-06-02
Kosob,Кособ,42.242893,46.368239,avar1256,ancu1238,2022-06-02
Busutli,Бусутли,42.24512,46.363326,avar1256,ancu1238,2022-06-02
Shitli,Шитли,42.24574,47.01268,avar1256,NA,2022-06-02
Shangoda,Шангода,42.246859,47.000153,avar1256,NA,2022-06-02
Magitl',Магитль,42.248081,46.366738,avar1256,ancu1238,2022-06-02
Tsibari,Цибари,42.25213,45.87861,avar1256,NA,2022-06-02
Talukh,Талух,42.25652,46.74433,avar1256,kara1473,2022-06-02
Ikha,Иха,42.256944,45.820075,avar1256,NA,2022-06-02
Sachada,Сачада,42.258411,46.699595,avar1256,kara1473,2022-06-02
Mugurukh,Мугурух,42.26064,46.86533,avar1256,kara1473,2022-06-02
Sumeta,Сумета,42.262025,46.705541,avar1256,kara1473,2022-06-02
Nakazukh,Наказух,42.264594,46.914238,avar1256,NA,2022-06-02
Gidatli,Гидатли,42.266327,46.374506,avar1256,ancu1238,2022-06-02
Utlukh,Утлух,42.267533,46.730055,avar1256,NA,2022-06-02
Gochada,Гочада,42.272626,46.765272,avar1256,NA,2022-06-02
Tsulda,Цулда,42.27357,46.72095,avar1256,kara1473,2022-06-02
Tlyarosh,Тлярош,42.275317,46.751805,avar1256,NA,2022-06-02
Charoda,Чарода,42.2764,46.8019,avar1256,NA,2022-06-02
Murukh,Мурух,42.27719,46.7715,avar1256,kara1473,2022-06-02
Gunukh,Гунух,42.28043,46.76307,avar1256,kara1473,2022-06-02
Gontlob,Гонтлоб,42.280673,46.726468,avar1256,kara1473,2022-06-02
Sogratl',Согратль,42.2808,46.9914,avar1256,NA,2022-06-02
Obokh,Обох,42.28362,47.03734,avar1256,NA,2022-06-02
Gamsutl',Гамсутль,42.301972,46.996315,avar1256,NA,2022-06-02
Kversatl',Кверсатль,42.302562,46.392793,avar1256,ancu1238,2022-06-02
Somoda,Сомода,42.30272,46.5368,avar1256,kele1253,2022-06-02
Batsada,Бацада,42.3036,46.9092,avar1256,baca1241,2022-06-02
Kishdatl',Кишдатль,42.304638,46.342239,avar1256,NA,2022-06-02
Sshulani,Щулани,42.3067,46.9294,avar1256,shul1242,2022-06-02
Izta,Изта,42.30889,46.35667,avar1256,NA,2022-06-02
Mikdatl',Микдатль,42.309412,46.380732,avar1256,ancu1238,2022-06-02
Tilanib,Тиланиб,42.310964,46.366528,avar1256,NA,2022-06-02
Sabda,Сабда,42.311355,46.371346,avar1256,NA,2022-06-02
Unty,Унты,42.311452,46.944631,avar1256,unti1238,2022-06-02
Kulla,Кулла,42.31346,46.91014,avar1256,NA,2022-06-02
Rugel'da,Ругельда,42.3175,46.5244,avar1256,kele1253,2022-06-02
Chokh,Чох,42.3206,47.0336,avar1256,NA,2022-06-02
Urchukh,Урчух,42.325548,46.495518,avar1256,kele1253,2022-06-02
Unkida,Ункида,42.328698,46.885731,avar1256,NA,2022-06-02
Musrukh,Мусрух,42.32897,46.51614,avar1256,NA,2022-06-02
Chuni,Чуни,42.34832,47.30303,avar1256,NA,2022-06-02
Khopor,Хопор,42.352716,46.937396,avar1256,NA,2022-06-02
Rugudzha,Ругуджа,42.3606,46.9139,avar1256,NA,2022-06-02
Kommuna,Коммуна,42.3656,46.9686,avar1256,NA,2022-06-02
Kudali,Кудали,42.3678,47.0789,avar1256,NA,2022-06-02
Genta,Гента,42.37001,46.56099,avar1256,hidd1238,2022-06-02
Ravkvatl',Равкватль,42.372455,46.579617,avar1256,hidd1238,2022-06-02
Keger,Кегер,42.3767,47.0275,avar1256,NA,2022-06-02
Machada,Мачада,42.37839,46.53725,avar1256,hidd1238,2022-06-02
Dagbash,Дагбаш,42.380347,46.351961,avar1256,NA,2022-06-02
Urada,Урада,42.3822,46.5617,avar1256,hidd1238,2022-06-02
Silta,Силта,42.38728,47.07127,avar1256,NA,2022-06-02
Gunib,Гуниб,42.388232,46.962258,avar1256,batl1238,2022-06-02
Tidib,Тидиб,42.3889,46.5742,avar1256,hidd1238,2022-06-02
Tlyakh,Тлях,42.389928,46.540021,avar1256,NA,2022-06-02
Metrada,Метрада,42.393034,45.888954,avar1256,NA,2022-06-02
Khotoda,Хотода,42.39393,46.559446,avar1256,hidd1238,2022-06-02
Salta,Салта,42.39589,47.07048,avar1256,NA,2022-06-02
Khuchada,Хучада,42.400235,46.469178,avar1256,NA,2022-06-02
Khamagib,Хамагиб,42.402538,46.850422,avar1256,NA,2022-06-02
Obonub,Обонуб,42.40556,46.83972,avar1256,NA,2022-06-02
Enseruda,Энсеруда,42.40611,46.85278,avar1256,NA,2022-06-02
Chonob,Чоноб,42.407666999999996,46.853808,avar1256,NA,2022-06-02
Khotoch,Хоточ,42.408408,46.954024,avar1256,NA,2022-06-02
Egeda,Эгеда,42.409124,46.844276,avar1256,NA,2022-06-02
Nizhnie Khvarshini,Нижние Хваршини,42.4108,45.8697,avar1256,NA,2022-06-02
Verkhnie Khvarshini,Верхние Хваршини,42.41088,45.84551,avar1256,NA,2022-06-02
Agada,Агада,42.412001,46.841895,avar1256,NA,2022-06-02
Lakhchayda,Лахчайда,42.41345,46.8378,avar1256,NA,2022-06-02
Rosutl',Росутль,42.41533,46.8308,avar1256,NA,2022-06-02
Ala,Ала,42.415472,46.837085,avar1256,NA,2022-06-02
Sekh,Сех,42.416094,46.826447,avar1256,NA,2022-06-02
Ziurib,Зиуриб,42.41789,46.705088,avar1256,hidd1238,2022-06-02
Dadulazda,Дадулазда,42.4189,46.80373,avar1256,NA,2022-06-02
Tlogob,Тлогоб,42.4189,46.8153,avar1256,NA,2022-06-02
Ivaylazda,Ивайлазда,42.42,46.79917,avar1256,NA,2022-06-02
Tsamla,Цамла,42.420013,46.841042,avar1256,NA,2022-06-02
Mugdab,Мугдаб,42.420445,46.807523,avar1256,NA,2022-06-02
Tlezda,Тлезда,42.421358,46.721564,avar1256,NA,2022-06-02
Malyy Urala,Малый Урала,42.42216,46.80506,avar1256,NA,2022-06-02
Kutisha,Кутиша,42.4236,47.2831,avar1256,NA,2022-06-02
Mokoda,Мокода,42.42385,46.66963,avar1256,kaxi1241,2022-06-02
Bol'shoy Urala,Большой Урала,42.424277,46.805844,avar1256,NA,2022-06-02
Tsalada,Цалада,42.42472,46.81472,avar1256,NA,2022-06-02
Genitsurib,Генитсуриб,42.425104,46.705356,avar1256,NA,2022-06-02
Khatsunob,Хатсуноб,42.425999,46.802058,avar1256,NA,2022-06-02
Verkhniy Kolob,Верхний Колоб,42.42614,46.6579,avar1256,kaxi1241,2022-06-02
Kakhib,Кахиб,42.4272,46.5969,avar1256,kaxi1241,2022-06-02
Khamakal,Хамакал,42.428109,46.674497,avar1256,kaxi1241,2022-06-02
Balanub,Балануб,42.4284,46.8251,avar1256,NA,2022-06-02
Teletl',Телетль,42.4289,46.7317,avar1256,NA,2022-06-02
Khebdib,Хебдиб,42.43,46.86,avar1256,NA,2022-06-02
Nizhniy Kolob,Нижний Колоб,42.430087,46.659303,avar1256,kaxi1241,2022-06-02
Verkhniy Togokh,Верхний Тогох,42.430206,46.698316,avar1256,NA,2022-06-02
Kienikh,Киених,42.43056,46.66639,avar1256,NA,2022-06-02
Kuker,Кукер,42.43106,46.80982,avar1256,NA,2022-06-02
Goor,Гоор,42.43339,46.56927,avar1256,kaxi1241,2022-06-02
Nizhniy Togokh,Нижний Тогох,42.43381,46.70246,avar1256,NA,2022-06-02
Mitliurib,Митлиуриб,42.43537,46.68836,avar1256,NA,2022-06-02
Khebda,Хебда,42.443976,46.549984,avar1256,NA,2022-06-02
